Layout,Passenger Volume,Highway Fuel Economy,Drag Coefficient,Fuel Type,Head Room,Ground Clearance,Shoulder Room,Power,title,Trailer Weight,Cargo Volume (Seats Folded),Front Track,Volume,Front Suspension,Front,Rear Track,Leg Room,Rear,Weight Distribution,Transmission,Front Tires,Wheelbase,Seats,Length,Body Style,Market Segment,Forced Induction,Weight,Rear Suspension,Width,Direct Injection,Tongue Weight,Torque,Cargo Volume,Height,Rear Tires,City Fuel Economy,Engine Type,Hip Room,Payload,Size
Front Wheel Drive,155.8 cu. ft.,25 mpg,TBD,Gas,38.7 in.,5.9 in.,50.8 in.,287 hp @ 6500 rpm,2015 Ford Flex specifications,2000 lbs,83.2 cu. ft.,65.4 in.,TBD,Strut-Type,17 Aluminum,65.4 in.,33.3 in.,17 Aluminum,TBD,6-Speed Automatic,P235/60TR17,117.9 in.,7,201.8 in.,SUV,Standard,None,4439 lbs,Multi-Link,75.9 in.,No,200 lbs,254 lb-ft @ 4000 rpm,20.0 cu. ft.,68.0 in.,P235/60TR17,18 mpg,3.5L V6,41.1 in.,TBD,Fullsize
Rear Wheel Drive,90.2 cu. ft.,30 mpg,0.28,Gas,36.9 in.,TBD,53.4 in.,204 hp @ 6400 rpm,2015 Lexus IS specifications,TBD,TBD,60.4 in.,TBD,Double Wishbone,17 Aluminum,61.0 in.,32.2 in.,17 Aluminum,54/56,6-Speed Automatic,225/45VR17,110.2 in.,5,183.7 in.,Sedan,Luxury,None,3461 lbs,Multi-Link,79.8 in.,Yes,TBD,185 lb-ft @ 4800 rpm,13.8 cu. ft.,56.3 in.,245/45VR17,21 mpg,2.5L V6,54.0 in.,N/A,Midsize
Front Wheel Drive,95.6 cu. ft.,37 mpg,0.28,Gas,37.1 in.,5.3 in.,54.8 in.,145 hp @ 6500 rpm,2015 Hyundai Elantra specifications,TBD,TBD,61.5 in.,TBD,Strut-Type,15 Steel,62.0 in.,33.1 in.,15 Steel,TBD,6-Speed Manual,P195/65/R15,106.3 in.,5,179.1 in.,Sedan,Standard,None,2773 lbs,Torsion-Beam,69.9 in.,No,TBD,130 lb-ft @ 4700 rpm,14.8 cu. ft.,56.3 in.,P195/65/R15,27 mpg,1.8L I4,52.7 in.,N/A,Midsize
Rear Wheel Drive,87.0 cu. ft.,31 mpg,TBD,Gas,35.7 in.,4.9 in.,49.7 in.,315 hp @ 5800 rpm,2015 BMW 6-Series specifications,TBD,TBD,63.0 in.,TBD,Double Wishbone,18 Aluminum,65.6 in.,30.5 in.,18 Aluminum,TBD,8-Speed Automatic,P245/45VR18,112.4 in.,4,192.8 in.,Coupe,Luxury,Turbocharger,4001 lbs,Multi-Link,74.6 in.,Yes,TBD,332 lb-ft @ 1400 rpm,16.2 cu. ft.,53.9 in.,P245/45VR18,20 mpg,3.0L I6,TBD,N/A,Midsize
Rear Wheel Drive,TBD,TBD,TBD,Gas,TBD,TBD,TBD,700 hp @ TBD rpm,2015 Pagani Huayra specifications,TBD,TBD,TBD,TBD,Double Wishbone,19 Aluminum,TBD,TBD,20 Aluminum,44/56,7-Speed Automated Manual,255/35R-19,110.0 in.,2,181.29 in.,Coupe,Sports; Performance; Exotic,Turbocharger,3000 lbs,Double Wishbone,80.15 in.,No,TBD,740 lb-ft @ TBD rpm,TBD,46.0 in.,335/30R-20D,TBD,6.0L V12,TBD,N/A,Compact
All Wheel Drive,TBD,25 mpg,0.30,Gas,36.6 in.,TBD,55.9 in.,560 hp @ 5700-6600 rpm,2015 Audi RS 7 specifications,N/A,TBD,64.3 in.,TBD,Multi-Link,20 Aluminum,64.0 in.,37.0 in.,20 Aluminum,TBD,8-Speed Automatic,P275/35 R20 102Y XL,114.8 in.,4,197.3 in.,Sedan,Luxury; Performance,Turbocharger,4288 lbs,Multi-Link,84.2 in.,Yes,N/A,516 lb-ft @ 1750-5500 rpm,24.5 cu. ft.,55.8 in.,P275/35 R20 102Y XL,15 mpg,4.0L V8,TBD,N/A,Midsize
Front Wheel Drive,86.3 cu. ft.,39 mpg,TBD,Gas,37.3 in.,TBD,49.7 in.,84 hp @ 6400 rpm,2016 Chevrolet Spark specifications,TBD,31.2 cu. ft.,55.7 in.,TBD,Strut-Type,15 Aluminum,55.5 in.,35.2 in.,15 Aluminum,TBD,5-Speed Manual,P185/55R15,93.5 in.,4,144.7 in.,Hatchback,Economy,None,2269 lbs,Torsion-Beam,62.9 in.,No,TBD,83 lb-ft @ 4200 rpm,11.4 cu. ft.,61.0 in.,P185/55R15,31 mpg,1.2L I4,47.5 in.,N/A,Sub-Compact
All Wheel Drive,101.5 cu. ft.,28 mpg,0.33,Gas,39.0 in.,7.9 in.,56.4 in.,220 hp @ 4450-6000 rpm,2016 Audi Q5 specifications,4400 lbs,57.3 cu. ft.,63.7 in.,TBD,Multi-Link,18 Aluminum,63.5 in.,37.4 in.,18 Aluminum,TBD,8-Speed Automatic,P235/60HR18,110.5 in.,5,182.6 in.,SUV,Near-Luxury,Turbocharger,4090 lbs,Multi-Link,74.7 in.,Yes,440 lbs,258 lb-ft @ 1500 rpm,29.1 cu. ft.,65.2 in.,P235/60HR18,20 mpg,2.0L I4,TBD,TBD,Compact
Front Wheel Drive,55.6 cu. ft.,26 mpg,0.31,Gas,41.7 in.,6.5 in.,54.1 in.,131 hp @ 5200 rpm,2015 Nissan NV200 specifications,TBD,N/A,60.0 in.,55.6 cu. ft.,Strut-Type,15 Steel,59.8 in.,42.6 in.,15 Steel,61/39,CVT,185/60 R15,115.2 in.,2,186.3 in.,Van,Standard,None,3260 lbs,Solid Axle,68.1 in.,No,TBD,139 lb-ft @ 4800 rpm,122.7 cu. ft.,73.7 in.,185/60 R15,24 mpg,2.0L I4,51.3 in.,1480,Midsize
Front Wheel Drive,105.8 cu. ft.,28 mpg,TBD,Gas,38.5 in.,TBD,57.4 in.,304 hp @ 6500 rpm,2015 Lincoln MKS specifications,1000 lbs,TBD,64.9 in.,TBD,Strut-Type,19 Aluminum,65.1 in.,38.6 in.,19 Aluminum,TBD,6-Speed Automatic,P255/45R19,112.9 in.,5,205.6 in.,Sedan,Luxury,None,4204 lbs,Multi-Link,79.4 in.,No,TBD,279 lb-ft @ 4000 rpm,19.2 cu. ft.,61.6 in.,P255/45R19,19 mpg,3.7L V6,55.3 in.,N/A,Fullsize
Rear Wheel Drive,65.9 cu. ft.,TBD,TBD,Gas,40.7 in.,8.5 in.,68.0 in.,385 hp @ 5500 rpm,2015 Ford F-Series Super Duty specifications,12500 lbs,N/A,68.3 in.,TBD,Torsion-Beam,17 Steel,67.2 in.,43.4 in.,17 Steel,TBD,6-Speed Automatic,LT245/75SR17,137.0 in.,2,227.6 in.,Pickup Truck,Standard,None,5941 lbs,Solid Axle,79.9 in.,No,TBD,405 lb-ft @ 4500 rpm,77.3 cu. ft.,76.6 in.,LT245/75SR17,TBD,6.2L V8,67.6 in.,3890,Fullsize
Front Wheel Drive,103.8 cu. ft.,35 mpg,TBD,Gas,39.0 in.,8.5 in.,55.5 in.,155 hp @ 6000 rpm,2015 Mazda CX-5 specifications,2000 lbs,64.8 cu. ft.,62.4 in.,TBD,Strut-Type,17 Aluminum,62.5 in.,39.3 in.,17 Aluminum,TBD,6-Speed Manual,P225/65HR17,106.3 in.,5,178.7 in.,SUV,Economy,None,3212 lbs,Multi-Link,72.4 in.,Yes,200 lbs,150 lb-ft @ 4000 rpm,34.1 cu. ft.,65.7 in.,P225/65HR17,26 mpg,2.0L I4,53.7 in.,TBD,Compact
Rear Wheel Drive,63.0 cu. ft.,TBD,TBD,Diesel,40.3 in.,7.6 in.,66.0 in.,350 hp @ 3000 rpm,2015 Ram 3500 specifications,12000 lbs,N/A,68.6 in.,TBD,Double Wishbone,17 Steel,75.8 in.,41.0 in.,17 Steel,TBD,6-Speed Manual,LT235/80R17E BSW,140.5 in.,3,231.0 in.,Pickup Truck,Standard,Turbocharger,6861 lbs,Solid Axle,78.9 in.,No,TBD,650 lb-ft @ 1500 rpm,57.7 cu. ft.,73.6 in.,LT235/80R17E BSW,TBD,6.7L I6,62.9 in.,3240,Fullsize
Rear Wheel Drive,52.3 cu. ft.,24 mpg,0.33,Gas,38.7 in.,TBD,54.4 in.,332 hp @ 7000 rpm,2015 Nissan 370Z Roadster specifications,TBD,N/A,61.0 in.,TBD,Double Wishbone,18 Aluminum,62.8 in.,42.9 in.,18 Aluminum,56/44,6-Speed Manual,P225/50R18,100.4 in.,2,167.2 in.,Convertible,Standard; Sports,None,3463 lbs,Multi-Link,72.6 in.,No,TBD,270 lb-ft @ 5200 rpm,4.2 cu. ft.,52.2 in.,P245/45R18,17 mpg,3.7L V6,54.6 in.,N/A,Compact
All Wheel Drive,151.7 cu. ft.,22 mpg,TBD,Gas,37.8 in.,7.5 in.,50.8 in.,365 hp @ 5500 rpm,2015 Ford Explorer Sport specifications,5000 lbs,80.7 cu. ft.,67.0 in.,TBD,Strut-Type,20 Aluminum,67.0 in.,33.2 in.,20 Aluminum,TBD,6-Speed Automatic,P255/50R20,112.6 in.,7,197.1 in.,SUV,Sports,Turbocharger,4563 lbs,Multi-Link,78.9 in.,Yes,500 lbs,350 lb-ft @ 3500 rpm,21.0 cu. ft.,69.5 in.,P255/50R20,16 mpg,3.5L V6,40.7 in.,TBD,Fullsize
All Wheel Drive,TBD,TBD,TBD,Gas,37.9 in.,8.1 in.,57.9 in.,567 hp @ 6000-6500 rpm,2015 BMW X6 M specifications,6000 lbs,TBD,65.6 in.,TBD,Double Wishbone,21 Aluminum,65.6 in.,35.6 in.,21 Aluminum,51.6/48.4,8-Speed Automatic,285/40 R20 104Y XL,115.5 in.,5,193.8 in.,SUV,Luxury,Turbocharger,5185 lbs,Multi-Link,78.3 in.,Yes,600 lbs,553 lb-ft @ 2200-5000 rpm,59.7 cu. ft.,66.5 in.,325/35 R20 108Y,TBD,4.4L V8,TBD,1170,Midsize
Front Wheel Drive,94.1 cu. ft.,36 mpg,0.308,Gas,38.0 in.,TBD,51.9 in.,109 hp @ 6000 rpm,2015 Nissan Versa Note specifications,TBD,38.3 cu. ft.,58.3 in.,TBD,Strut-Type,15 Steel,58.5 in.,38.3 in.,15 Steel,60/40,5-Speed Manual,185/65HR15,102.4 in.,5,163.0 in.,Hatchback,Economy,None,2414 lbs,Torsion-Beam,66.7 in.,No,TBD,107 lb-ft @ 4400 rpm,18.8 cu. ft.,60.5 in.,185/65HR15,27 mpg,1.6L I4,48.8 in.,N/A,Compact
Front Wheel Drive,98.8 cu. ft.,33 mpg,0.31,Gas,38.7 in.,4.7 in.,54.6 in.,160 hp @ 5500 rpm,2016 Fiat 500L specifications,TBD,68.0 cu. ft.,59.1 in.,44.8 cu. ft.,Strut-Type,16 Aluminum,59.4 in.,36.7 in.,16 Aluminum,60/40,6-Speed Manual,205/55R16 BSW,102.8 in.,5,167.3 in.,SUV,Economy,Turbocharger,3212 lbs,Torsion-Beam,69.8 in.,No,TBD,184 lb-ft @ 2500-4000 rpm,22.4 cu. ft.,65.7 in.,205/55R16 BSW,25 mpg,1.4L I4,49.4 in.,TBD,Sub-Compact
Front Wheel Drive,TBD,18 mpg,N/A,Gas,TBD,6.9 in.,TBD,280 hp @ 6400 rpm,2015 Ram ProMaster specifications,5100 lbs,N/A,71.3 in.,TBD,Strut-Type,16 Steel,77.6 in.,TBD,16 Steel,TBD,6-Speed Automatic,225/75R16C,118 in.,3,195 in.,Van,Standard,None,4628 lbs,Solid Axle,82.5 in.,No,510 lbs,260 lb-ft @ 4175 rpm,283 cu. ft.,90 in.,225/75R16C,13 mpg,3.6L V6,TBD,3922,Fullsize
Front Wheel Drive,76.2 cu. ft.,40 mpg,0.364,Gas,35.6 in.,4.6 in.,46.4 in.,101 hp @ 6500 rpm,2016 Fiat 500c specifications,N/A,N/A,55.4 in.,31.3 cu. ft.,Strut-Type,15 Steel,55.0 in.,31.7 in.,15 Steel,62/38,5-Speed Manual,185/55R15 BSW,90.6 in.,4,139.6 in.,Convertible,Economy,None,2424 lbs,Torsion-Beam,64.1 in.,No,N/A,97 lb-ft @ 4000 rpm,9.5 cu. ft.,59.8 in.,185/55R15 BSW,31 mpg,1.4L I4,42.6 in.,N/A,Sub-Compact
Front Wheel Drive,89.3 cu. ft.,36 mpg,TBD,Gas,35.9 in.,5.3 in.,53.5 in.,201 hp @ 6800 rpm,2016 Acura ILX specifications,TBD,TBD,59.4 in.,TBD,Strut-Type,17 Aluminum,60.2 in.,34.0 in.,17 Aluminum,63/37,8-Speed Automated Manual,P215/45 R17,105.1 in.,5,181.9 in.,Sedan,Near-Luxury,None,3093 lbs,Multi-Link,70.6 in.,Yes,TBD,180 lb-ft @ 3600 rpm,12.3 cu. ft.,55.6 in.,P215/45 R17,25 mpg,2.4L I4,51.7 in.,N/A,Compact
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-AMG SL63 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2015 Mercedes-Benz B-Class Electric Drive specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Rear Wheel Drive,TBD,TBD,TBD,Gas,TBD,TBD,TBD,573 hp @ 6750 rpm,2016 Aston Martin Vanquish specifications,TBD,TBD,TBD,TBD,Double Wishbone,20 Aluminum,TBD,TBD,20 Aluminum,TBD,6-Speed Automatic,255/35 ZR20,TBD,4,TBD,Coupe,N/A,N/A,5935 lbs,Double Wishbone,TBD,N/A,TBD,620 lb-ft @ 5500 rpm,TBD,TBD,305/30 ZR20,TBD,TBDL V12,N/A,N/A,N/A
Rear Wheel Drive,87.9 cu. ft.,30 mpg,0.29,Gas,36.1 in.,TBD,44.7 in.,204 hp @ 6400 rpm,2015 Lexus IS C specifications,TBD,TBD,60.4 in.,TBD,Double Wishbone,17 Aluminum,60.4 in.,25.9 in.,17 Aluminum,50/50,6-Speed Automatic,225/45VR17,107.5 in.,4,182.5 in.,Convertible,Near-Luxury,None,3806 lbs,Multi-Link,70.9 in.,Yes,TBD,185 lb-ft @ 4800 rpm,10.8 cu. ft.,55.7 in.,245/45VR17,21 mpg,2.5L V6,43.3 in.,N/A,Compact
Rear Wheel Drive,TBD,TBD,TBD,Gas,38.5 in.,7.1 in.,65.8 in.,285 hp @ 5400 rpm,2016 Chevrolet Express Passenger specifications,9800 lbs,216.2 cu. ft.,68.1 in.,TBD,Strut-Type,16 Steel,67.7 in.,36.6 in.,16 Steel,TBD,6-Speed Automatic,LT245/75R16E,135.0 in.,8,224.0 in.,Van,Standard,None,5873 lbs,Solid Axle,79.2 in.,No,1000 lbs,295 lb-ft @ 4600 rpm,92.1 cu. ft.,84.6 in.,LT245/75R16E,TBD,4.8L V8,63.3 in.,2705,Fullsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 McLaren 570S specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
All Wheel Drive,115.1 cu. ft.,27 mpg,0.28,Gas,39.1 in.,TBD,57.8 in.,520 hp @ 5800 rpm,2015 Audi S8 specifications,TBD,TBD,64.7 in.,TBD,Multi-Link,21 Aluminum,64.4 in.,38.7 in.,21 Aluminum,TBD,8-Speed Automatic,P265/35YR21,117.8 in.,5,202.2 in.,Sedan,Luxury; Performance,Turbocharger,4685 lbs,Multi-Link,76.7 in.,Yes,TBD,481 lb-ft @ 1700 rpm,14.2 cu. ft.,57.5 in.,P265/35YR21,17 mpg,4.0L V8,TBD,N/A,Midsize
All Wheel Drive,TBD,24 mpg,TBD,Gas,TBD,TBD,TBD,552 hp @ 6100 rpm,2016 Bentley Flying Spur specifications,TBD,TBD,63.9 in.,TBD,Double Wishbone,19 Aluminum,63.3 in.,TBD,19 Aluminum,TBD,6-Speed Automatic,P285/45R19,120.7 in.,5,208.3 in.,Sedan,Luxury; Performance,Turbocharger,5379 lbs,Multi-Link,83.4 in.,No,TBD,479 lb-ft @ 1600-6100 rpm,TBD,58.1 in.,P285/45R19,11 mpg,6.0L W12,TBD,N/A,Fullsize
Front Wheel Drive,100.3 cu. ft.,36 mpg,TBD,Gas,37.5 in.,TBD,57.1 in.,196 hp @ 6300 rpm,2016 Chevrolet Malibu specifications,1000 lbs,TBD,62.2 in.,TBD,Strut-Type,16 Aluminum,62.0 in.,36.8 in.,16 Aluminum,TBD,6-Speed Automatic,P215/60R16,107.8 in.,5,191.5 in.,Sedan,Standard,None,3393 lbs,Multi-Link,73.0 in.,Yes,TBD,186 lb-ft @ 4400 rpm,16.3 cu. ft.,57.6 in.,P215/60R16,25 mpg,2.5L I4,54.3 in.,N/A,Midsize
All Wheel Drive,TBD,25 mpg,0.30,Gas,TBD,TBD,TBD,345 hp @ 6500 rpm,2015 Porsche 911 Targa specifications,TBD,TBD,58.6 in.,TBD,Strut-Type,18 Aluminum,60.9 in.,TBD,18 Aluminum,TBD,6-Speed Manual,235/40 ZR 18,92.52 in.,4,175.63 in.,Coupe,Sports,None,3372 lbs,Multi-Link,71.18 in.,Yes,TBD,288 lb-ft @ 4400 rpm,4.76 cu. ft.,51.57 in.,295/35 ZR 18,18 mpg,3.6L Flat 6,TBD,N/A,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2015 Jaguar XJR specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,Sedan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A
All Wheel Drive,103.6 cu. ft.,23 mpg,0.37,Gas,38.9 in.,7.9 in.,56.7 in.,280 hp @ 6200 rpm,2016 Volkswagen Touareg specifications,7716 lbs,64.0 cu. ft.,65.2 in.,46.8 cu. ft.,Double Wishbone,18 Aluminum,66.0 in.,36.7 in.,18 Aluminum,TBD,8-Speed Automatic,255/55 R18,113.9 in.,5,188.8 in.,SUV,Luxury,None,4696 lbs,Multi-Link,76.4 in.,No,TBD,266 lb-ft @ 2500 rpm,32.1 cu. ft.,68.2 in.,255/55 R18,17 mpg,3.6L VR6,TBD,1239,Midsize
Rear Wheel Drive,TBD,33 mpg,TBD,Gas,39.1 in.,5.1 in.,53.3 in.,240 hp @ 5000-6000 rpm,2016 BMW Z4 specifications,N/A,TBD,59.5 in.,TBD,Strut-Type,17 Aluminum,61.5 in.,42.1 in.,17 Aluminum,47.7/52.3,8-Speed Manual,225/45 R17 91V RSC,98.3 in.,2,166.9 in.,Roadster,Sports,Turbocharger,3307 lbs,Multi-Link,70.5 in.,Yes,N/A,255 lb-ft @ 1250-4800 rpm,10.9 cu. ft.,50.8 in.,225/45 R17 91V RSC,22 mpg,2.0L I4,TBD,N/A,Sub-Compact
Front Wheel Drive,96.4 cu. ft.,40 mpg,0.28,Gas,37.6 in.,6.1 in.,54.4 in.,155 hp @ 6000 rpm,2015 Mazda Mazda3 Hatchback specifications,TBD,47.1 cu. ft.,61.2 in.,TBD,Strut-Type,16 Aluminum,61.4 in.,35.8 in.,16 Aluminum,60/40,6-Speed Manual,205/60R16 91H,106.3 in.,5,175.6 in.,Hatchback,Standard,None,2852 lbs,Multi-Link,70.7 in.,Yes,TBD,150 lb-ft @ 4000 rpm,20.2 cu. ft.,57.3 in.,205/60R16 91H,29 mpg,2.0L I4,53.5 in.,N/A,Compact
Rear Wheel Drive,TBD,23 mpg,TBD,Gas,37.2 in.,TBD,55.1 in.,385 hp @ 6500 rpm,2015 Jaguar XJ specifications,TBD,TBD,64.0 in.,TBD,Double Wishbone,19 Aluminum,63.1 in.,38.9 in.,19 Aluminum,TBD,6-Speed Automatic,245/45R19,119.4 in.,5,201.7 in.,Sedan,Luxury,None,4045 lbs,Multi-Link,74.6 in.,Yes,TBD,380 lb-ft @ 3500 rpm,18.4 cu. ft.,57.0 in.,275/40R19,16 mpg,5.0L V8,TBD,N/A,Fullsize
Rear Wheel Drive,TBD,27 mpg,0.29,Gas,38.2 in.,5.66 in.,51.7 in.,300 hp @ 6200 rpm,2014 Porsche Panamera specifications,TBD,44.6 cu. ft.,65.3 in.,TBD,Double Wishbone,18 Aluminum,65.4 in.,33.3 in.,18 Aluminum,TBD,7-Speed Automated Manual,245/50 ZR 18,114.9 in.,4,195.6 in.,Sedan,Luxury,None,3880 lbs,Multi-Link,76.0 in.,Yes,TBD,295 lb-ft @ 3500 - 5000 rpm,15.7 cu. ft.,55.8 in.,275/45 ZR 18,18 mpg,3.6L V6,TBD,N/A,Fullsize
Rear Wheel Drive,TBD,TBD,TBD,Gas,42.8 in.,9.1 in.,66.0 in.,360 hp @ 5400 rpm,2015 GMC Sierra Heavy Duty specifications,13000 lbs,N/A,68.8 in.,TBD,Torsion-Beam,17 Steel,67.3 in.,45.3 in.,17 Steel,TBD,6-Speed Automatic,LT245/75R17,133.6 in.,2,224.3 in.,Pickup Truck,Standard,None,5909 lbs,Solid Axle,80.1 in.,No,TBD,380 lb-ft @ 4200 rpm,61 cu. ft.,77.8 in.,LT245/75R17,TBD,6.0L V8,60.7 in.,4306,Fullsize
Front Wheel Drive,98.2 cu. ft.,33 mpg,TBD,Gas,38.7 in.,TBD,54.9 in.,173 hp @ 6500 rpm,2015 Kia Forte5 specifications,TBD,TBD,61.2 in.,TBD,Strut-Type,16 Steel,61.7 in.,35.9 in.,16 Steel,TBD,6-Speed Automatic,205/55R16,106.3 in.,5,171.3 in.,Hatchback,Economy,None,2912 lbs,Torsion-Beam,70.1 in.,No,TBD,154 lb-ft @ 4700 rpm,23.2 cu. ft.,57.1 in.,205/55R16,25 mpg,2.0L I4,TBD,N/A,Midsize
Rear Wheel Drive,TBD,23 mpg,TBD,Gas,36.2 in.,3.0 in.,47.8 in.,302 hp @ 6500 rpm,2016 Mercedes-Benz E-Class Convertible specifications,N/A,TBD,60.5 in.,TBD,Strut-Type,17 Aluminum,60.8 in.,30.1 in.,17 Aluminum,TBD,7-Speed Automatic,235/45R17,108.7 in.,4,184.96 in.,Convertible,Luxury,None,3883 lbs,Multi-Link,70.3 in.,Yes,N/A,273 lb-ft @ 3500-5250 rpm,11.5 cu. ft.,55.0 in.,255/40R17,17 mpg,3.5L V6,TBD,N/A,Midsize
Rear Wheel Drive,TBD,TBD,TBD,Gas,39.8 in.,7.1 in.,68.8 in.,285 hp @ 5400 rpm,2016 Chevrolet Express Cargo specifications,10000 lbs,N/A,68.1 in.,TBD,Strut-Type,17 Steel,67.7 in.,41.3 in.,17 Steel,TBD,6-Speed Automatic,TBD,135.0 in.,2,224.0 in.,Van,Standard,None,5387 lbs,Solid Axle,79.2 in.,No,1000 lbs,295 lb-ft @ 4600 rpm,239.7 cu. ft.,84.6 in.,TBD,TBD,4.8L V6,65.5 in.,3191,Fullsize
Rear Wheel Drive,TBD,21 mpg,TBD,Gas,38.2 in.,7.9 in.,50.5 in.,210 hp @ 3400 rpm,2016 Mercedes-Benz GL-Class specifications,7500 lbs,83.3 cu. ft.,65.0 in.,TBD,Double Wishbone,20 Aluminum,65.1 in.,34.2 in.,20 Aluminum,TBD,7-Speed Automatic,275/50R20,121.1 in.,7,200.6 in.,SUV,Luxury,Turbocharger,5512 lbs,Double Wishbone,76.4 in.,No,TBD,400 lb-ft @ 1600�2800 rpm,14.3 cu. ft.,72.4 in.,275/50R20,17 mpg,3.0L V6,TBD,TBD,Fullsize
Front Wheel Drive,101.9 cu. ft.,31 mpg,TBD,Gas,38.9 in.,6.3 in.,55.4 in.,176 hp @ 6000 rpm,2015 Toyota RAV4 specifications,1500 lbs,73.4 cu. ft.,61.8 in.,TBD,Strut-Type,17 Steel,61.8 in.,37.2 in.,17 Steel,TBD,6-Speed Automatic,P225/65 R17,104.7 in.,5,179.9 in.,SUV,Standard,None,3435 lbs,Double Wishbone,72.6 in.,Yes,150 lbs,172 lb-ft @ 4100 rpm,38.4 cu. ft.,65.4 in.,P225/65 R17,24 mpg,2.5L I4,48.9 in.,900,Compact
All Wheel Drive,73.9 cu. ft.,31 mpg,0.31,Gas,32.6 in.,TBD,47.5 in.,265 hp @ 6000 rpm,2016 Audi TTS Coupe specifications,N/A,24.7 cu. ft.,61.2 in.,TBD,Strut-Type,19 Aluminum,60.8 in.,29.2 in.,19 Aluminum,TBD,6-Speed Automated Manual,P255/35YR19,97.2 in.,4,165.3 in.,Coupe,Near-Luxury,Turbocharger,3263 lbs,Multi-Link,72.5 in.,Yes,N/A,258 lb-ft @ 2500 rpm,13.1 cu. ft.,53.0 in.,P255/35YR19,22 mpg,2.0L I4,TBD,N/A,Sub-Compact
All Wheel Drive,TBD,33 mpg,TBD,Gas,38.3 in.,6.5 in.,54.1 in.,241 hp @ 5000-6000 rpm,2016 BMW 3-Series Gran Turismo specifications,N/A,56.5 cu. ft.,60.7 in.,TBD,Strut-Type,17 Aluminum,62.4 in.,39.2 in.,17 Aluminum,48.4/51.6,8-Speed Automatic,P225/55VR17,115 in.,5,190 in.,Hatchback,Near-Luxury,Turbocharger,3935 lbs,Multi-Link,72 in.,Yes,N/A,250 lb-ft @ 1250-4800 rpm,18.4 cu. ft.,59.4 in.,P225/55VR17,22 mpg,2.0L I4,TBD,N/A,Compact
Front Wheel Drive,139.7 cu. ft.,24 mpg,0.33,Gas,37.7 in.,7.3 in.,57.6 in.,270 hp @ 6200 rpm,2015 Lexus RX specifications,3500 lbs,80.3 cu. ft.,64.2 in.,TBD,Strut-Type,18 Aluminum,63.8 in.,36.8 in.,18 Aluminum,TBD,6-Speed Automatic,235/60R18,107.9 in.,5,187.8 in.,SUV,Luxury,None,4178 lbs,Double Wishbone,74.2 in.,No,TBD,248 lb-ft @ 4700 rpm,40.0 cu. ft.,66.3 in.,235/60R18,18 mpg,3.5L V6,54.5 in.,TBD,Midsize
Rear Wheel Drive,93.9 cu. ft.,30 mpg,0.337,Gas,37.1 in.,5.2 in.,53.9 in.,305 hp @ 6350 rpm,2015 Dodge Challenger specifications,1000 lbs,TBD,63.4 in.,37.9 cu. ft.,Double Wishbone,18 Aluminum,63.8 in.,33.1 in.,18 Aluminum,52.4/47.6,8-Speed Automatic,P235/55R18 BSW,116.2 in.,5,197.9 in.,Coupe,Standard,None,3834 lbs,Multi-Link,75.7 in.,No,TBD,268 lb-ft @ 4800 rpm,16.2 cu. ft.,57.5 in.,P235/55R18 BSW,19 mpg,3.6L V6,47.8 in.,N/A,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,2016 Porsche Cayman GT4 specifications,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,-,N/A,N/A,N/A,N/A,0,N/A,Coupe,Luxury; Performance,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,-,N/A,N/A,Compact
